1;Quelle destination de rêve a été révélée en janvier 2015 pour Les Anges 7 ?;Rio de Janeiro;Sydney;Hawaï;New York;Débutant;Comme dans la saison précédente, les Anges ont eu pour but de récolter dix mille euros pour l'association Un Rêve, Un Sourire.;http://fr.wikipedia.org/wiki/Les_Anges_(émission_de_télévision)
2;Quel guitariste de rock a reçu par courrier de l'héroïne de ses fans pendant sa désintox ?;Pete Doherty;Vince Clarke;Frank Black;Paul Atkinson;Débutant;Pendant la période Libertines, le genre dominant de ses albums fut le punk rock et le garage rock.;http://fr.wikipedia.org/wiki/Pete_Doherty
3;Quelle actrice américaine a (brièvement) rencontré le pape François début 2015 ?;Angelina Jolie;Amy Adams;Zoe Saldana;Sandra Bullock;Débutant;Angelina Jolie est réputée pour son travail en faveur des réfugiés avec le Haut Commissariat des Nations unies pour les réfugiés.;http://fr.wikipedia.org/wiki/Angelina_Jolie
4;Quel chien fou du cinéma français a fêté ses 50 ans en janvier 2015 ?;Albert Dupontel;Alain Chabat;Olivier Baroux;Éric Judor;Débutant;C'est grâce à l'émission télévisée Sébastien c'est fou qu'Albert Dupontel accédera à la reconnaissance du grand public.;http://fr.wikipedia.org/wiki/Albert_Dupontel
5;Quelle chanteuse épanouie a fêté ses 6 ans de mariage avec Josh Duhamel début 2015 ?;Fergie;Miley Cyrus;Faith Evans;Mandy Moore;Débutant;Durant l'année 2010, plusieurs journalistes la disaient enceinte mais elle a démenti ces rumeurs.;http://fr.wikipedia.org/wiki/Fergie_(chanteuse)
6;Qui est apparue très sexy en dentelle noire et corset pour Mister France 2015 ?;Clara Morgane;Silvia Saint;Virginie Caprice;Sophie Dee;Débutant;Ancienne actrice de X, Clara Morgane est devenue comédienne, chanteuse, mannequin et animatrice de télévision.;http://fr.wikipedia.org/wiki/Clara_Morgane
7;Quel « animateur préféré des Français » a été honoré par la Grèce en 2015 ?;Stéphane Bern;Jérôme Bonaldi;Thierry Beccaro;Julien Lepers;Débutant;Stéphane Bern est un spécialiste des familles royales et régnantes en Europe.;http://fr.wikipedia.org/wiki/Stéphane_Bern
8;Qui a été désignée début 2015 comme étant « la working girl la plus sexy de France » ?;Clara Morgane;Lucy Lee;Caylian Curtis;Pamela Anderson;Débutant;Clara Morgane a quitté Marseille pour Paris en 2000 et décide de se lancer dans l'industrie du film pour adulte afin de « se trouver ».;http://fr.wikipedia.org/wiki/Clara_Morgane
9;Quelle jeune chanteuse française a dépassé en janvier 2015 le million de fans sur Facebook ?;Alizée;Nolwenn Leroy;Jenifer;Magalie Vaé;Débutant;Depuis 2001, Alizée intègre la troupe des Enfoirés de l'association caritative des Restos du cœur.;http://fr.wikipedia.org/wiki/Alizée
10;Avec qui Benji Madden formait-il un couple avant de se marier avec Cameron Diaz ?;Paris Hilton;Coco Austin;Yolanda Foster;Jade Goody;Débutant;Benji Madden est le guitariste du groupe Good Charlotte, dont son frère jumeau Joel est le chanteur.;http://fr.wikipedia.org/wiki/Benji_Madden
