1;fr;Quel acteur, chanteur et humoriste aimé des français s'appelait en réalité André Raimbourg ?;Bourvil;Fernandel;Coluche;Rufus;Débutant;Bourvil a reçu le prix du meilleur acteur du festival de Venise pour son rôle dans le film La Traversée de Paris de Claude Autant-Lara.;https://fr.wikipedia.org/wiki/Bourvil
2;fr;Quel fromage représente, avec la baguette et le béret, l'image traditionnelle des Français ?;Camembert;Babybel;Boursin;Fourme;Débutant;Symbole de son aura, il existe des collectionneurs de boîtes de camembert appelés tyrosémiophiles.;https://fr.wikipedia.org/wiki/Camembert_(fromage)
3;fr;Qui a interprété L'Homme de la Mancha aux côtés de Dario Moreno ?;Jacques Brel;Salvatore Adamo;Christian Vidal;Pierre Rapsat;Débutant;Fort de l'immense succès de Bruxelles, le spectacle est repris au théâtre des Champs-Élysées à Paris dès décembre 1968.;https://fr.wikipedia.org/wiki/L'Homme_de_la_Mancha_(comédie_musicale)
4;fr;Quel roman a souvent été décrit comme le plus représentatif des années folles ?;Gatsby le Magnifique;Germinal;Moby Dick;David Copperfield;Débutant;Le public n'a pas bien accueilli ce roman : sur les 75 000 ventes escomptées, 24 000 exemplaires furent vendus à sa sortie.;https://fr.wikipedia.org/wiki/Gatsby_le_Magnifique
5;fr;En entomologie, quel insecte est parfois désigné comme demoiselle ?;Libellule;Mouche;Moustique;Coccinelle;Débutant;On les distingue des libellules au sens strict, surtout par leur corps plus grêle et leurs ailes généralement repliées au repos.;https://fr.wikipedia.org/wiki/Zygoptera
6;fr;Dans quel océan pouvez-vous vous baigner si vous voyagez en Argentine ?;Atlantique;Pacifique;Indien;Arctique;Débutant;Le climat est typique de façade orientale des continents, subtropical humide dans le nord et subantarctique dans l'extrême sud du pays.;https://fr.wikipedia.org/wiki/Argentine
7;fr;La saignée a peu à peu médicalement remplacé quel hermaphrodite ?;Sangsue;Escargot;Lombric;Cochenille;Débutant;Certaines espèces font l'objet d'un usage médicinal mais la diversité des sangsues est encore aujourd'hui mal connue dans le monde.;https://fr.wikipedia.org/wiki/Hirudinea
8;fr;Comment fut aussi appelé le mercure jusqu'au début du XIXe siècle ?;Vif-argent;Gallium;Radon;Étain;Débutant;Le mercure, de symbole Hg, a longtemps été utilisé dans les thermomètres et les batteries avant d'être interdit en 1999.;https://fr.wikipedia.org/wiki/Mercure_(chimie)
9;fr;Quel pays a perdu environ quinze pourcents de sa population entre 1939 et 1945 ?;Pologne;Luxembourg;Norvège;Tchécoslovaquie;Débutant;L'invasion de la Pologne orientale par l'Armée rouge le 17 septembre 1939 asséna un coup fatal au plan de défense polonais.;https://fr.wikipedia.org/wiki/Campagne_de_Pologne_(1939)
10;fr;Le tigre à dents de sabre (ou smilodon) est aujourd'hui une espèce...;Disparue;Légendaire;Protégée;Menacée;Débutant;Semblable au lion, le smilodon était caractérisé par ses longues canines supérieures émergeant devant la mâchoire inférieure.;https://fr.wikipedia.org/wiki/Tigre_à_dents_de_sabre
