1;Dans quel groupe chante Robert Smith et sa coiffure arachnéenne ?;The Cure;Cocteau Twins;Alphaville;Indochine;Débutant;Robert Smith est l'auteur de la quasi-totalité des textes qu'il interprète et le principal compositeur des titres du groupe.;http://fr.wikipedia.org/wiki/Robert_Smith_(musicien)
2;Don't you want me fut un des plus grands tubes de quel groupe new wave ?;The Human League;Kajagoogoo;Spandau Ballet;INXS;Débutant;Le groupe se forma au début de l'année 1978 avec le chanteur Phil Oakey et les claviéristes Martyn Ware et Ian Marsh.;http://fr.wikipedia.org/wiki/The_Human_League
3;À quel groupe new wave peut-on associer les tubes Electricity et Enola Gay ?;OMD;Fox The Fox;Yazoo;Joy Division;Débutant;En 1983, un extrait de la chanson Souvenir a été utilisé dans une bande publicitaire pour BNP Paribas.;http://fr.wikipedia.org/wiki/Orchestral_Manoeuvres_in_the_Dark
4;Quel groupe a connu son premier grand tube en 1981 avec Tainted Love ?;Soft Cell;Yazoo;Depeche Mode;Simple Minds;Débutant;Ce morceau a été repris de nombreuses fois, notamment par Marilyn Manson en 2001 pour la BO du film Sex Academy.;http://fr.wikipedia.org/wiki/Tainted_Love
5;Quel groupe new wave et pop britannique a été créé par l'incomparable Boy George ?;Culture Club;Kajagoogoo;Erasure;Bronski Beat;Débutant;Boy George et Culture Club sont rapidement devenus pour le public américain le fer de lance de la grande nouvelle vague (new wave).;http://fr.wikipedia.org/wiki/Culture_Club
6;À quel groupe new wave doit-on le hit Shout, enregistré en 1984 ?;Tears For Fears;Pet Shop Boys;Dead Or Alive;Cocteau Twins;Débutant;Accompagnée de percussions, la chanson va musicalement devenir de plus en plus riche au fur et à mesure qu'elle progresse.;http://fr.wikipedia.org/wiki/Shout_(chanson_de_Tears_for_Fears)
7;Quel est le plus gros succès commercial de l'existence du groupe New Order ?;Blue Monday;Ultraviolence;Sunrise;Paradise;Débutant;Le groupe se compose au départ des membres restant du groupe Joy Division dont le chanteur Ian Curtis s'est suicidé.;http://fr.wikipedia.org/wiki/New_Order
8;Quel groupe a connu son premier grand succès avec le single People Are People ?;Depeche Mode;The Chameleons;Bauhaus;U2;Débutant;People Are People est l'œuvre de Martin Gore, mais l'air dansant de la chanson est à mettre au crédit d'Alan Wilder.;http://fr.wikipedia.org/wiki/People_Are_People
9;Quel groupe anglais a obtenu son premier numéro un avec Relax ?;FGTH;OMD;U2;A4D;Débutant;La chanson Relax a ensuite été incluse dans l'album Welcome to the Pleasuredome sorti un an plus tard.;http://fr.wikipedia.org/wiki/Relax_(chanson_de_Frankie_Goes_to_Hollywood)
10;Such a Shame a été l'un des plus grands tubes de quel groupe musical ?;Talk Talk;Talking Heads;Eurythmics;New Order;Débutant;Such a Shame fut écrite par Mark Hollis et fut grandement inspirée par le roman culte de l'auteur américain Luke Rhinhart L'Homme-dé.;http://fr.wikipedia.org/wiki/Such_a_Shame
