1;Quel est le numéro au village du héros de la série Le prisonnier ?;Six;Trois;Onze;Deux;Débutant;Le Prisonnier utilise les ficelles du roman d'espionnage, teintées de science-fiction, d'allégorie et de drame psychologique.;http://fr.wikipedia.org/wiki/Le_Prisonnier
2;Quel animal porte le nom de Flipper, de la série du même nom ?;Un dauphin;Un lion;Un ours;Un chien;Débutant;Flipper le dauphin est une série télévisée américaine en 88 épisodes de 25 minutes, créée par Ricou Browning et Jack Cowden.;http://fr.wikipedia.org/wiki/Flipper_le_dauphin
3;Quelle est la race du célèbre Lassie, chien fidèle, héros d'un feuilleton télévisé ?;Colley;Cocker;Berger allemand;Yorshire;Débutant;La production avait à l'origine engagé un colley femelle pour le rôle de Lassie, mais la chienne avait trop peur des cascades.;http://fr.wikipedia.org/wiki/Fidèle_Lassie
4;Quel est le nom de la famille de Bobby, de JR et des autres dans Dallas ?;Ewing;Barnes;Krebbs;Shepard;Débutant;Le succès de Dallas donnera naissance à un autre feuilleton, Côte Ouest, se déroulant en Californie, près de Los Angeles.;http://fr.wikipedia.org/wiki/Dallas_(série_télévisée,_1978)
5;Qui incarne Maguy à la télévision aux côtés de Jean-Marc Thibault ?;Rosy Varte;Marthe Villalonga;Sophie Artur;Mado Maurin;Débutant;Rosy Varte est la seule comédienne de la série présente dans la totalité des 333 épisodes de 26 minutes environ.;http://fr.wikipedia.org/wiki/Maguy
6;Quel personnage de Star Trek et ami du capitaine Kirk a les oreilles pointues ?;Spock;Scotty;Chekov;Sulu;Débutant;Mi-homme mi-vulcain, Spock est torturé entre la raison et la logique de sa moitié vulcaine et les émotions humaines.;http://fr.wikipedia.org/wiki/Spock_(Star_Trek)
7;Quel est le grade de Columbo, interprété sur les écrans par Peter Falk ?;Lieutenant;Commandant;Capitaine;Sergent;Débutant;Columbo viendrait du personnage qu'interprète Charles Vanel dans Les Diaboliques, le film d'Henri-Georges Clouzot sorti en 1955.;http://fr.wikipedia.org/wiki/Columbo_(personnage)
8;Comment se prénomme le fidèle serviteur du célèbre Zorro ?;Bernardo;Garcia;Esteban;Galindo;Débutant;Muet, Bernardo se fait passer pour sourd afin de laisser traîner ses oreilles un peu partout et d'ensuite rendre compte à son maître.;http://fr.wikipedia.org/wiki/Zorro_(série_télévisée,_1957)
9;Qui interprète la chanson Bioman ainsi que le deuxième générique de Capitaine Flam ?;Bernard Minet;Gérard Vives;Sébastien Roch;Christophe Rippert;Débutant;À partir de 1987, Bernard Minet est présent à la télévision chaque mercredi dans le Club Dorothée sur TF1, au sein des Musclés.;http://fr.wikipedia.org/wiki/Bernard_Minet
10;Quelle marque de voiture est conduite par le séduisant Thomas Magnum ?;Ferrari;Porsche;Audi;BMW;Débutant;Initialement, les producteurs voulaient que Magnum conduise une Porsche 928 mais Porsche a refusé cette commande spéciale.;http://fr.wikipedia.org/wiki/Magnum_(série_télévisée)
11;Dans quelle série française l'actrice Chantal Nobel dirige-t-elle un journal ?;Châteauvallon;Anges et Loups;Marc et Sophie;Navarro;Confirmé;La trame de la série télévisée Châteauvallon ainsi que les six premiers épisodes ont été écrits par le romancier Georges Conchon.;http://fr.wikipedia.org/wiki/Châteauvallon_(série_télévisée)
12;Quelle est l'occupation principale des Shadoks créés par Jacques Rouxel ?;Pomper;Dormir;Manger;Jouer;Confirmé;La langue Shadok, que certains appelèrent la langue Gabuzomeuse, comprend quatre phonèmes de base : GA, BU, ZO, MEU.;http://fr.wikipedia.org/wiki/Les_Shadoks
13;Quel est le métier de Jessica Fletcher dans la série télévisée Arabesque ?;Écrivain;Avocate;Journaliste;Peintre;Confirmé;Le succès d'Arabesque a permis la mise en chantier de la série dérivée La Loi du privé, basée sur le personnage d'Harry McGraw.;http://fr.wikipedia.org/wiki/Arabesque_(série_télévisée)
14;Qui est le chef de l'équipe de Mission Impossible dans la série des années 60 ?;Jim Phelps;Cinnamon Carter;Barney Collier;Willy Armitage;Confirmé;Le premier film déclencha la colère de Peter Graves, furieux que Brian De Palma ait pu faire de Jim Phelps un criminel.;http://fr.wikipedia.org/wiki/Mission_impossible_(série_télévisée)
15;Quel policier est le chevalier servant et collègue de Dee Dee Mc Call à la télévision ?;Rick Hunter;Sam Spade;Matt Helm;Jim Phelps;Confirmé;Placé dans une case horaire le vendredi soir en concurrence avec Dallas, la série aura des difficultés à trouver son public.;http://fr.wikipedia.org/wiki/Rick_Hunter
16;Quel personnage de feuilleton télévisé conduit la plupart du temps une Aston-Martin jaune ?;Brett Sinclair;Kojak;Jessica Fletcher;Arsène Lupin;Confirmé;L'exemplaire de la série, de couleur Bahama Yellow, a été racheté en 1995 par un fan qui l'a fait restaurer dans son état d'origine.;http://fr.wikipedia.org/wiki/Amicalement_vôtre
17;Quelle est la profession de l'Homme qui tombe à pic dans la série du même nom ?;Cascadeur;Banquier;Astronaute;Vendeur de voitures;Confirmé;Colt Seavers, un cascadeur d'Hollywood, devient chasseur de primes lorsque le cinéma ne lui fournit pas suffisamment de travail.;http://fr.wikipedia.org/wiki/L'Homme_qui_tombe_à_pic
18;Quelle série télévisée raconte les mésaventures d'un centre vétérinaire en Afrique ?;Daktari;Mon ami Ben;Lassie;Woobinda;Confirmé;La série Daktari ne fut pas tournée en Afrique mais plutôt à 43 km au nord de Los Angeles, à Africa USA, en Californie.;http://fr.wikipedia.org/wiki/Daktari
