1;fr;À qui doit-on une biographie détaillée de la chanteuse britannique Amy Winehouse ?;Mitch Winehouse;Damian Marley;Mark Ronson;Pete Doherty;Débutant;Amy Winehouse a attiré l'attention des médias pour son look, notamment sa coiffure, ses tatouages et son eye-liner.;https://fr.wikipedia.org/wiki/Amy_Winehouse
2;fr;Quel festival se déroulant à Longchamp est dédié à la lutte contre le Sida ?;Solidays;Magnitudes;Décibulles;Garorock;Débutant;Les artistes qui interviennent à Solidays acceptent un cachet réduit ou se produisent bénévolement par solidarité au projet.;https://fr.wikipedia.org/wiki/Solidays
3;fr;Qui incarne un trentenaire un peu loser dans la série « Bref » ?;Kyan Khojandi;Benoît Delépine;Rémi Gaillard;Jérôme Commandeur;Débutant;À ses débuts, Kyan Khojandi a tourné dans plusieurs tutoriels pour l'entreprise d'entretien et de réparation de véhicules Norauto.;https://fr.wikipedia.org/wiki/Kyan_Khojandi
4;fr;Quel ouvrage écrit par Adolf Hitler est passé en domaine public en 2016 ?;« Mein Kampf »;« America »;« Exodus »;« Lhassa »;Débutant;Jusqu'en 2015, le Land de Bavière, héritier d'Adolf Hitler, a exercé pleinement et de façon responsable ses droits d'auteur.;https://fr.wikipedia.org/wiki/Mein_Kampf
5;fr;Quel ancien culturiste a été gouverneur de Californie de 2003 à 2011 ?;Schwarzenegger;Rolph;Reagan;Davis;Débutant;Il fut d'abord surnommé le Chêne autrichien puis Schwarzy pendant sa carrière d'acteur et plus récemment Governator.;https://fr.wikipedia.org/wiki/Arnold_Schwarzenegger
6;fr;Quelle saga cinématographique propose les aventures de Bella Swan et Edward Cullen ?;« Twilight »;« Clueless »;« Outsiders »;« Jawbreaker »;Débutant;Les acteurs principaux sont Kristen Stewart, dans le rôle de Bella Swan, et Robert Pattinson, dans le rôle du vampire Edward Cullen.;https://fr.wikipedia.org/wiki/Twilight_(série_de_films)
7;fr;Quel ancien membre des Beatles a fêté ses 70 ans le 18 juin 2012 ?;Paul McCartney;George Harrison;Ringo Starr;John Lennon;Débutant;Il est l'unique détenteur d'un disque de rhodium décerné en 1979 par le Guinness Book pour 200 millions de copies vendues.;https://fr.wikipedia.org/wiki/Paul_McCartney
8;fr;Quel spectacle musical arrivé à Paris a présenté des nones de San Francisco ?;« Sister Act »;« Lazarus »;« Grease »;« Wicked »;Débutant;Après son succès retentissant à Londres, New York et Paris, la comédie musicale « Sister Act » a mis les pieds à Montréal.;https://fr.wikipedia.org/wiki/Sister_Act_(comédie_musicale)
9;fr;Quelle émission télévisée culte est une création de Jean Libon et Marco Lamensch ?;« Strip-tease »;« Lollipop »;« Luna Park »;« Cargo de Nuit »;Débutant;Le générique de l'émission, « Batumambe », est une reprise d'un groupe malien interprétée, par la fanfare « Combo Belge ».;https://fr.wikipedia.org/wiki/Strip-tease_(émission_de_télévision)
10;fr;À quel âge Michael Jackson a-t-il succombé à une overdose médicamenteuse ?;50 ans;45 ans;40 ans;55 ans;Débutant;Septième d'une famille de neuf enfants, il a chanté avec ses frères à six ans et commencé une carrière pro à l'âge de onze ans.;https://fr.wikipedia.org/wiki/Michael_Jackson
11;fr;Dans quel film Olivier Assayas revisite-t-il les années 1970 ?;« Après mai »;« Carlos »;« Désordre »;« Doubles vies »;Confirmé;À l'exception de Lola Créton (et d'André Marcon et Martin Loizillon dans des seconds rôles), les acteurs sont tous débutants au cinéma.;https://fr.wikipedia.org/wiki/Après_mai
12;fr;Quel interprète de « Sexy Back » a joué dans le film « The Social Network » ?;Justin Timberlake;Adam Levine;Justin Nozuka;Bobby Caldwell;Confirmé;Justin Timberlake a accédé à la reconnaissance en 2010 par son incarnation de Sean Parker dans le biopic de David Fincher.;https://fr.wikipedia.org/wiki/Justin_Timberlake
13;fr;Quelle comédie de Bruno Podalydès réunit son frère Denis et Valérie Lemercier ?;« Adieu Berthe »;« Comme un avion »;« Dieu seul me voit »;« Liberté-Oléron »;Confirmé;Pour Isabelle Regnier du Monde, « Adieu Berthe » est le film le plus accompli, le plus totalement enthousiasmant de son auteur.;https://fr.wikipedia.org/wiki/Adieu_Berthe_(film)
14;fr;Quel opérateur a été choisi pour déployer la 3G et 4G dans le métro parisien ?;SFR;Orange;Bouygues Telecom;Free mobile;Confirmé;Publiés en 2017, les résultats des mesures effectués par l'ARCEP montrent que moins d'un quart des lignes est couvert en 3G/4G.;https://fr.wikipedia.org/wiki/Métro_de_Paris
15;fr;Dans quelle série télévisée sur les chevaux retrouve-t-on Dustin Hoffman ?;« Luck »;« Hung »;« Big Love »;« Arliss »;Confirmé;La chaîne HBO a décidé d'annuler la série à la suite de la mort de trois chevaux durant le tournage de la deuxième saison.;https://fr.wikipedia.org/wiki/Luck_(série_télévisée)
16;fr;Quel comédien interprète le rôle de Marius dans « Les Bronzés font du ski » ?;Maurice Chevit;Roger Dumas;Éric Ruf;Marcel Cuvelier;Confirmé;Maurice Chevit a remporté un Molière du meilleur comédien dans un second rôle en 2002 pour « Conversation avec mon père ».;https://fr.wikipedia.org/wiki/Maurice_Chevit
17;fr;Avec quel film Kad Merad est-il passé pour la première fois derrière la caméra ?;« Monsieur Papa »;« Marseille »;« Bis »;« Baron noir »;Confirmé;Depuis 2014, Kad Merad a enchaîné les déceptions commerciales en comédie ainsi qu'avec sa seconde réalisation en solo, « Marseille ».;https://fr.wikipedia.org/wiki/Monsieur_Papa_(film,_2011)
18;fr;Quel écrivain et poète chinois a reçu le prix de la paix des libraires allemands ?;Liao Yiwu;Su Tong;Jia Pingwa;Bo Yang;Confirmé;De 1990 à 1994, l'écrivain Liao Yiwu fut emprisonné après avoir dénoncé la répression des manifestations de la place Tian'anmen.;https://fr.wikipedia.org/wiki/Liao_Yiwu
19;fr;Quel tableau de Picasso représente Françoise Gilot enceinte de leur fille Paloma ?;« Femme assise »;« Le Baiser »;« Parade »;« Ma Jolie »;Confirmé;En mai 1943, elle rencontre Picasso, alors amant de Dora Maar. Elle devient sa compagne en 1944 et la mère de deux de ses enfants.;https://fr.wikipedia.org/wiki/Françoise_Gilot
20;fr;Quel journaliste a été retenu 33 jours en captivité par les FARC en Colombie ?;Roméo Langlois;Daniel Leconte;Grégoire Deniau;Bertrand Coq;Confirmé;En 2013, Roméo Langlois a remporté le prix Albert-Londres pour son reportage « Colombie : à balles réelles », diffusé sur France 24.;https://fr.wikipedia.org/wiki/Roméo_Langlois
21;fr;Quel chorégraphe plasticien a signé une nouvelle mise en scène de « Tannhäuser » ?;Christian Rizzo;Philippe Jamet;Boris Charmatz;Bernardo Montet;Expert;« Tannhäuser » est le cinquième opéra de Richard Wagner et le deuxième de ses dix opéras principaux joués à Bayreuth.;https://fr.wikipedia.org/wiki/Christian_Rizzo
22;fr;Quel garçon grimace dans une polaire rouge sur la pochette du premier album de Placebo ?;David Fox;Brian Molko;Stefan Olsdal;Steve Hewitt;Expert;Le style musical et les textes de Placebo, formé en 1994, se distinguent par une inclination romantique exacerbée.;https://fr.wikipedia.org/wiki/Placebo_(groupe)
23;fr;Quel pianiste et organiste fut également le directeur du musée Marmottan-Monet ?;Jacques Taddei;Charles Desmazures;Paul Berthier;Jules Grison;Expert;Le 16 janvier 2006, il fut nommé inspecteur général de l'Éducation nationale par le ministre de l'Éducation nationale Gilles de Robien.;https://fr.wikipedia.org/wiki/Jacques_Taddei
24;fr;Quel photographe reconnu se distingue par sa vision de la crise industrielle anglaise ?;Chris Killip;Josef Koudelka;Larry Towell;Jim Goldberg;Expert;Kris Killip est le premier lauréat à avoir reçu en 1989 le prix Henri-Cartier-Bresson (ou prix HCB) décerné tous les deux ans.;https://fr.wikipedia.org/wiki/Prix_Henri-Cartier-Bresson
25;fr;Qui Valérie Trierweiler a-t-elle soutenu avec son « regrettable » tweet en 2012 ?;Olivier Falorni;Didier Quentin;Lucien Grand;Thierry Breton;Expert;Le 14 juin, Martine Aubry annonce qu'Olivier Falorni ne fera pas partie du groupe parlementaire socialiste à l'Assemblée nationale.;https://fr.wikipedia.org/wiki/Olivier_Falorni
26;fr;Qui a obtenu le Prix du Roman Social avec son roman « Un homme jetable » ?;Aude Walker;Vanessa Caffin;Sylvie Denis;Isabelle Jarry;Expert;Fin 2012, elle est nommée rédactrice en chef du magazine Stylist, dont elle assure le lancement avec Audrey Diwan.;https://fr.wikipedia.org/wiki/Aude_Walker
27;fr;Qui a découvert le bacille de la peste dans une cabane de Hong Kong en juin 1894 ?;Alexandre Yersin;Léon Le Minor;Jean-Paul Chiron;Saturnin Arloing;Expert;Alexandre Yersin est le fondateur de l'École de Médecine de Hanoi en 1902 (actuelle faculté de Médecine) dont il est le premier directeur.;https://fr.wikipedia.org/wiki/Alexandre_Yersin
28;fr;Quel film réalisé par Andres Baiz dévoile une forme de cruauté purement féminine ?;« Inside »;« Satanas »;« Roa »;« El paramo »;Expert;Andrés Andi Baiz, né en 1975, est un réalisateur et écrivain colombien diplômé de la Tisch School of the Arts de New York.;https://fr.wikipedia.org/wiki/Inside_(film,_2011)
29;fr;Pour quel rachat Microsoft a-t-il avoué en 2012 avoir dépensé 6 milliards pour rien  ?;aQuantive;Interse;NetCarta;Firefly;Expert;Avant l'acquisition, aQuantive se classait au quatorzième rang mondial en matière de chiffre d'affaires parmi les agences de pub.;https://fr.wikipedia.org/wiki/Liste_des_regroupements_et_des_acquisitions_par_Microsoft
30;fr;De quelle jeune femme Victor Hugo était-il fou amoureux ?;Léonie d'Aunet;Anne Levinck;Marie Aycard;Fanny Reybaud;Expert;Son statut de pair de France permet à Hugo d'échapper aux poursuites tandis que Léonie d'Aunet passe deux mois en prison.;https://fr.wikipedia.org/wiki/Victor_Hugo
1;en;To whom do we owe a detailed biography of British singer Amy Winehouse ?;Mitch Winehouse;Damian Marley;Mark Ronson;Pete Doherty;Débutant;Amy Winehouse has gained media attention for her looks, including her hairstyle, tattoos, and eyeliner.;https://en.wikipedia.org/wiki/Amy_Winehouse
2;en;Which festival taking place in Longchamp is dedicated to the fight against AIDS ?;Solidays;Magnitudes;Decibules;Garorock;Débutant;The artists who work at Solidays accept a reduced fee or perform voluntarily in solidarity with the project.;https://en.wikipedia.org/wiki/Solidays
3;en;Who plays a loser in his thirties in the « Bref » series ?;Kyan Khojandi;Benoît Delépine;Rémi Gaillard;Jérôme Commander;Débutant;In his early days, Kyan Khojandi featured in several tutorials for the vehicle maintenance and repair company Norauto.;https://en.wikipedia.org/wiki/Kyan_Khojandi
4;en;Which book written by Adolf Hitler entered the public domain in 2016 ?;« Mein Kampf »;« America »;« Exodus »;« Lhassa »;Débutant;Until 2015, the Land of Bavaria, heir to Adolf Hitler, fully and responsibly exercised its copyright.;https://en.wikipedia.org/wiki/Mein_Kampf
5;en;Which former bodybuilder was governor of California from 2003 to 2011 ?;Schwarzenegger;Rolph;Reagan;Davis;Débutant;He was first nicknamed the Austrian Oak and then Schwarzy during his acting career and more recently Governator.;https://en.wikipedia.org/wiki/Arnold_Schwarzenegger
6;en;What cinematic saga offers the adventures of Bella Swan and Edward Cullen ?;« Twilight »;« Clueless »;« Outsiders »;« Jawbreaker »;Débutant;The main actors are Kristen Stewart, as Bella Swan, and Robert Pattinson, as vampire Edward Cullen.;
7;en;Which former Beatles member turned 70 on June 18, 2012 ?;Paul McCartney;George Harrison;Ringo Starr;John Lennon;Débutant;He is the sole holder of a rhodium disc awarded in 1979 by the Guinness Book for 200 million copies sold.;https://en.wikipedia.org/wiki/Paul_McCartney
8;en;What musical show arrived in Paris presented nuns from San Francisco ?;« Sister Act »;« Lazarus »;« Grease »;« Wicked »;Débutant;After its resounding success in London, New York and Paris, the musical « Sister Act » has set foot in Montreal.;
9;en;Which cult television show is a creation of Jean Libon and Marco Lamensch ?;« Strip-tease »;« Lollipop »;« Luna Park »;« Cargo de Nuit »;Débutant;The credits of the program, « Batumambe », is a cover of a Malian group performed by the « Combo Belge » fanfare.;
10;en;At what age did Michael Jackson succumb to a drug overdose ?;50 years old;45 years old;40 years old;55 years old;Débutant;The seventh in a family of nine, he sang with his brothers at six and began a professional career at the age of eleven.;https://en.wikipedia.org/wiki/Michael_Jackson
11;en;In which film does Olivier Assayas revisit the 1970s ?;« Après mai »;« Carlos »;« Désordre »;« Doubles vies »;Confirmé;With the exception of Lola Créton (and André Marcon and Martin Loizillon in supporting roles), the actors are all new to the cinema.;
12;en;Which « Sexy Back » performer did in the movie « The Social Network » ?;Justin Timberlake;Adam Levine;Justin Nozuka;Bobby Caldwell;Confirmé;Justin Timberlake rose to prominence in 2010 with his portrayal of Sean Parker in the David Fincher biopic.;https://en.wikipedia.org/wiki/Justin_Timberlake
13;en;What comedy by Bruno Podalydès brings together his brother Denis and Valérie Lemercier ?;« Adieu Berthe »;« Comme un avion »;« Dieu seul me voit »;« Liberté-Oléron »;Confirmé;For Isabelle Regnier du Monde, « Adieu Berthe » is the most accomplished film, the most totally exciting of its author.;https://en.wikipedia.org/wiki/Granny's_Funeral
14;en;Which operator has been chosen to deploy 3G and 4G in the Paris metro ?;SFR;Orange;Bouygues Telecom;Free mobile;Confirmé;Published in 2017, the results of the measurements carried out by ARCEP show that less than a quarter of lines are covered by 3G / 4G.;
15;en;In which television series about horses is Dustin Hoffman featured ?;« Luck »;« Hung »;« Big Love »;« Arliss »;Confirmé;The HBO channel decided to cancel the series following the death of three horses during the filming of the second season.;
16;en;Which actor plays the role of Marius in « Les Bronzés font du ski » ?;Maurice Chevit;Roger Dumas;Eric Ruf;Marcel Cuvelier;Confirmé;Maurice Chevit won a Molière award for best actor in a supporting role in 2002 for « Conversation with my father ».;https://en.wikipedia.org/wiki/Maurice_Chevit
17;en;With which film did Kad Merad appear behind the camera for the first time ?;« Monsieur Papa »;« Marseille »;« Bis »;« Baron noir »;Confirmé;Since 2014, Kad Merad has had a series of commercial disappointments in comedy as well as with his second solo production, « Marseille ».;https://en.wikipedia.org/wiki/Monsieur_Papa
18;en;Which Chinese writer and poet received the German Booksellers Peace Prize ?;Liao Yiwu;Su Tong;Jia Pingwa;Bo Yang;Confirmé;From 1990 to 1994, writer Liao Yiwu was jailed after denouncing the crackdown on the Tiananmen Square protests.;https://en.wikipedia.org/wiki/Liao_Yiwu
19;en;Which Picasso painting represents Françoise Gilot pregnant with their daughter Paloma ?;« Seated woman »;« The Kiss »;« Parade »;« My Pretty »;Confirmé;In May 1943, she met Picasso, then lover of Dora Maar. She became his partner in 1944 and the mother of two of his children.;
20;en;Which journalist was held for 33 days in captivity by the FARC in Colombia ?;Roméo Langlois;Daniel Leconte;Grégoire Deniau;Bertrand Coq;Confirmé;In 2013, Roméo Langlois won the Albert-Londres prize for his report « Colombia : live bullets », broadcast on France 24.;
21;en;Which plastic choreographer has signed a new production by « Tannhäuser » ?;Christian Rizzo;Philippe Jamet;Boris Charmatz;Bernardo Montet;Expert;« Tannhäuser » is Richard Wagner's fifth opera and the second of his ten main operas performed in Bayreuth.;
22;en;What boy is grimacing in a red fleece on the cover of Placebo's debut album ?;David Fox;Brian Molko;Stefan Olsdal;Steve Hewitt;Expert;The musical style and texts of Placebo, formed in 1994, are distinguished by an exacerbated romantic inclination.;https://en.wikipedia.org/wiki/Placebo_(band)
23;en;Which pianist and organist was also the director of the Marmottan-Monet museum ?;Jacques Taddei;Charles Desmazures;Paul Berthier;Jules Grison;Expert;On January 16, 2006, he was appointed Inspector General of National Education by the Minister of National Education Gilles de Robien.;
