1;fr;Qui fut nommé 46e Président des États-Unis sur les marches du Capitole ?;Joe Biden;Donald Trump;Barack Obama;Bill Clinton;Débutant;Élu le 3 novembre 2020, Joe Biden est devenu à 78 ans le plus vieux président de l'histoire des Etats-Unis, après Donald Trump.;https://fr.wikipedia.org/wiki/Joe_Biden
2;fr;Quel événement sportif majeur de 2020 s'est finalement déroulé en 2021 ?;Euro 2020;Roland-Garros;Super Bowl;JO d'hiver;Débutant;La France sera éliminée le 28 juin en huitième de finale par tirs aux buts face à la Suisse, après un match nul 3 buts à 3.;https://fr.wikipedia.org/wiki/Championnat_d'Europe_de_football_2020
3;fr;Quel français a passé une bonne partie de l'année 2021 à bord de l'ISS ?;Thomas Pesquet;Patrick Baudry;Philippe Perrin;Michel Tognini;Débutant;Thomas Pesquet fut le dixième Français à partir dans l'espace en décollant le 17 novembre 2016 à bord de Soyouz MS-03.;https://fr.wikipedia.org/wiki/Thomas_Pesquet
4;fr;Quelle commémoration des attentats du 11 septembre fut célébrée en 2021 ?;La vingtième;La quinzième;La dixième;La cinquième;Débutant;L'attaque des tours jumelles provoqua à elle seule le décès de 2 753 personnes, dont 343 pompiers et 60 policiers.;https://fr.wikipedia.org/wiki/Attentats_du_11_septembre_2001
5;fr;Qui a remporté son 7ème Ballon d'Or, douze ans après avoir reçu le premier ?;Lionel Messi;Cristiano Ronaldo;Sergio Ramos;Neymar;Débutant;Il fut élu meilleur ailier droit de tous les temps par France Football et meilleur joueur de la décennie de 2011 à 2020 par l'IFFHS.;https://fr.wikipedia.org/wiki/Lionel_Messi
6;fr;Quel virus a monopolisé les esprits et les médias durant toute l'année 2021 ?;COVID-19;HTLV-1;Hépatite F;Fièvre de Mayaro;Débutant;Cette maladie infectieuse émergente de type zoonose virale est causée par la souche de coronavirus SARS-CoV-2.;https://fr.wikipedia.org/wiki/Maladie_à_coronavirus_2019
7;fr;Outre-Rhin, quelle chancelière a cédé sa place suite aux élections législatives ?;Angela Merkel;Steffi Lemke;Kristina Schröder;Anne Spiegel;Débutant;Physicienne de formation, elle fut ministre fédérale des Femmes et de la Jeunesse au sein du cabinet Kohl IV, de 1991 à 1994.;https://fr.wikipedia.org/wiki/Angela_Merkel
8;fr;Quel pays est devenu, suite au BREXIT, un pays tiers de l'Union Européenne ?;Royaume-Uni;Portugal;Grèce;Suisse;Débutant;Les électeurs britanniques se sont prononcés à 51,89 % pour un retrait de leur pays de l'Union européenne et de l'Euratom.;https://fr.wikipedia.org/wiki/Retrait_du_Royaume-Uni_de_l'Union_européenne
9;fr;Qui a signé en 2021 une loi lui permettant de rester au pouvoir en Russie jusqu'en 2036 ?;Vladimir Poutine;Dmitri Medvedev;Boris Eltsine;Viktor Zoubkov;Débutant;Il a permis le rattachement de la péninsule de Crimée à la Russie, acte souvent perçu comme une violation du droit international.;https://fr.wikipedia.org/wiki/Vladimir_Poutine
10;fr;Aux États-Unis, quel bâtiment fut pris d'assaut le 6 janvier 2021 ?;Capitole;Lincoln Memorial;Maison-Blance;Université Howard;Débutant;Des militants pro-Trump s'étaient rassemblé à Washington D.C. en contestation des résultats de l'élection présidentielle de 2020.;https://fr.wikipedia.org/wiki/Assaut_du_Capitole_des_États-Unis_par_des_partisans_de_Donald_Trump
11;fr;Quel chanteur comique et populaire belge nous a quitté fin 2021 ?;Grand Jojo;Arno;Monsieur R;Marc Zinga;Confirmé;Fin juin 2021, le Grand Jojo annoncera arrêter définitivement sa carrière, affaibli moralement et physiquement par le confinement.;https://fr.wikipedia.org/wiki/Grand_Jojo
