1;Quelle ex-binôme star de Cauet s'est reconvertie en journaliste politique ?;Cécile de Ménibus;Enora Malagré;Christine Bravo;Sophie Davant;Débutant;Cécile de Ménibus questionne les politiques sur LCI dans L'Interview inattendue, sa rubrique dans Le Live politique du dimanche.;http://fr.wikipedia.org/wiki/Cécile_de_Ménibus
2;Qui a été remerciée par NRJ12 peu de temps après Benoît Dubois ?;Ayem Nour;Marie Sebag;Claudia Romani;Nadège Dabrowski;Débutant;La chaîne de télé aurait mis fin au contrat d'Ayem Nour après la déprogrammation du Mad Mag à cause de ses faibles audiences.;http://fr.wikipedia.org/wiki/Ayem_Nour
3;Quelle présidente des Restos du Cœur est décédée en avril 2018 ?;Véronique Colucci;Danièle Guinot;Catherine Horel;Hélène Cazier;Débutant;Sur leur site internet, les Restos du Cœur, dont elle avait été présidente de 1999 à 2003, lui ont rendu un magnifique hommage.;http://fr.wikipedia.org/wiki/Véronique_Colucci
4;Quel acteur a été choisi pour illustrer l'affiche du festival de Cannes 2018 ?;Jean-Paul Belmondo;Alain Delon;Daniel Auteuil;Philippe Noiret;Débutant;Venant de fêter ses 85 ans, Jean-Paul Belmondo et son baiser avec Anna Karina ont été choisis pour le 71ème Festival de Cannes.;http://fr.wikipedia.org/wiki/Jean-Paul_Belmondo
5;Qui a quitté Londres pour être présent aux obsèques de Véronique Colucci ?;J-J Goldman;Bernard Lavilliers;Alain Bashung;Serge Lama;Débutant;Après quatre ans de cache-cache, Jean-Jacques Goldman est sorti de son terrier londonien pour se rendre aux obsèques à Montrouge.;http://fr.wikipedia.org/wiki/Jean-Jacques_Goldman
6;Qui a dit avant son décès : « Ils n'en ont rien à foutre de moi » ?;Johnny Hallyday;Jacques Higelin;France Gall;Serge Gainsbourg;Débutant;Alors qu'il se battait contre la maladie, le célèbre rockeur aurait pointé du doigt les absences de ses deux aînés, David et Laura.;http://fr.wikipedia.org/wiki/Johnny_Hallyday
7;Fin avril, la duchesse Kate Middelton a donné naissance à son…;Troisième enfant;Deuxième enfant;Quatrième enfant;Cinquième enfant;Débutant;Comme pour la venue au monde de George et de Charlotte, Kate devrait donner naissance dans la maternité de la Lindo Wing.;http://fr.wikipedia.org/wiki/Kate_Middelton
8;Quelle gagnante de La France a un incroyable talent connaissait Eric Antoine ?;Laura Laune;Laurence Bibot;Julie Villers;Virginie Hocq;Débutant;Laura Laune avait déjà fait polémique à cause d'une blague sur la Shoah (qui fait partie de son spectacle) diffusée sur France 2.;http://fr.wikipedia.org/wiki/Laura_Laune
9;Quel chanteur s'est installé aux États-Unis auprès de Christina Milian ?;M. Pokora;Emmanuel Moire;Olivier Dion;Damien Sargue;Débutant;Quatre mois après la fin de son My Way Tour, le chanteur de 32 ans s'est ressourcé auprès de sa chérie Christina Milian à Los Angeles.;http://fr.wikipedia.org/wiki/M._Pokora
10;Quel cycliste belge a succombé à ses blessures sur le Paris-Roubaix ?;Michael Goolaerts;Zico Waeytens;Tim Merlier;Stijn Steels;Débutant;Victime d'une crise cardiaque, le coureur Michael Goolaerts est décédé au CHU de Lille après son premier Paris-Roubaix.;http://fr.wikipedia.org/wiki/Michael_Goolaerts
11;Quelle star de Beverly Hills va devoir affronter un troisième divorce ?;Jennie Garth;Shannen Doherty;Gabrielle Carteris;Tori Spelling;Confirmé;Son mari, David Abrams, aurait demandé le divorce après presque trois ans de mariage, comme le révèlent People et TMZ.;http://fr.wikipedia.org/wiki/Jennie_Garth
12;Quel animateur radio a été condamné en 2018 pour « injure publique » ?;Bruno Guillon;Laurent Ruquier;Jérémy Michalak;Arnaud Tsamere;Confirmé;Après avoir insulté une femme sur Fun radio, la justice l'a condamné à 500 euros d'amende et 1500 euros de dommages et intérêts.;http://fr.wikipedia.org/wiki/Bruno_Guillon
13;Quelle actrice a fait don de plusieurs millions de dollars à un hôpital ?;Amber Heard;Demi Moore;Eva Longoria;Julianne Moore;Confirmé;L'actrice a fait don de l'argent qu'elle a reçu de son divorce avec Johnny Depp à l'Hôpital pour enfants de Los Angeles et à l'ACLU.;http://fr.wikipedia.org/wiki/Amber_Heard
14;Qui est de nouveau tata après l'accouchement de sa sœur Jamie Lynn ?;Britney Spears;Kelly Rowland;Paulina Rubio;Paula Abdul;Confirmé;La chanteuse de 27 ans et son mari Jamie Watson ont accueilli leur deuxième enfant, une petite fille nommée Ivey Joan Watson.;http://fr.wikipedia.org/wiki/Britney_Spears
15;À qui de nombreuses personnalités ont-elles rendu hommage le 12 avril 2018 ?;Jacques Higelin;Jean Rochefort;Claude Brasseur;Jean Bouise;Confirmé;Le musicien Jacques Higelin, décédé le vendredi 6 avril dernier à l'âge de 77 ans, a été enterré au cimetière du Père Lachaise.;http://fr.wikipedia.org/wiki/Jacques_Higelin
16;Quelle grande dame de 92 ans a publiquement vanné Trump et Obama ?;Elizabeth II;Line Renaud;Marthe Villalonga;Brigitte Bardot;Confirmé;Certes le protocole l'oblige à respecter de nombreux codes, mais la reine d'Angleterre a un petit côté taquin, à l'anglaise il est vrai.;http://fr.wikipedia.org/wiki/Élisabeth_II
17;Quelle membre des Kardashian a accouché d'une petite fille jeudi 12 avril ?;Khloé;Kim;Kourtney;Kyle;Confirmé;Khloé Kardashian a dû accoucher dans la tourmente après les infidélités révélées de son compagnon basketteur Tristan Thompson.;http://fr.wikipedia.org/wiki/Khloé_Kardashian
18;Quelle star de télé très enceinte a reçu son étoile sur le Walk of Fame ?;Eva Longoria;Teri Hatcher;Marcia Cross;Nicollette Sheridan;Confirmé;Une distinction que la star de Desperate Housewives considère à 43 ans comme « une nouvelle victoire pour la communauté latino ».;http://fr.wikipedia.org/wiki/Eva_Longoria
19;Quel prénom Khloé Kardashian a-t-elle choisi pour la fille de Tristan Thompson ?;True;Madon;Jay;Kylian;Confirmé;Cette annonce vient légèrement adoucir le climat plutôt électrique gravitant autour d'elle depuis le scandale de son compagnon.;http://fr.wikipedia.org/wiki/Khloé_Kardashian
20;Quelle somme les héritiers de George Michael se disputent-ils ?;170 millions;130 millions;90 millions;50 millions;Confirmé;Selon la presse anglaise, les sœurs du regretté chanteur font face aux excentricités du dernier compagnon de leur frère.;http://fr.wikipedia.org/wiki/George_Michael
21;Quelle diva autrichienne, victime de chantage, a dû révéler sa séropositivité ?;Conchita Wurst;Deborah Ombres;Adore Delano;Violet Chachki;Expert;Thomas Neuwirth a dit : « Le jour est venu de me libérer pour le reste de ma vie d'une épée de Damoclès : je suis positive au VIH ».;http://fr.wikipedia.org/wiki/Conchita_Wurst
22;Quel animateur et producteur français a déclaré gagner 20 000 euros par mois ?;Thierry Ardisson;Laurent Ruquier;Michel Drucker;Sébastien Cauet;Expert;Déjà trente belles années que l'homme en noir occupe l'antenne et douze ans qu'il est aux commandes de Salut les terriens !.;http://fr.wikipedia.org/wiki/Thierry_Ardisson
23;Quel pionnier français de l'électro a donné un show puissant à Coachella ?;Jean Michel Jarre;Brian Eno;Mike Oldfield;Pierre Schaeffer;Expert;La presse américaine fut unanime : « Éblouissant », « À couper le souffle », « La meilleure performance de Coachella vendredi ».;http://fr.wikipedia.org/wiki/Jean-Michel_Jarre
24;Quelle jeune YouTubeuse n'est apparue qu'une seule fois dans TPMP ?;Y. Golotchoglova;E. Makeup;C. Dulude;J. Beauty;Expert;Aujourd'hui, la jeune femme désabusée n'a gardé contact qu'avec une seule chroniqueuse de l'émission : Agathe Auproux.;http://fr.wikipedia.org/wiki/YouTube
25;Quelle influenceuse a lancé une collection avec l'enseigne française Gémo ?;Lalaa Misaki;Sara Sabaté;Rachel Martino;GeorgiaSecrets;Expert;Lalaa Misaki, qui comptabilise plus de 60 000 abonnés sur Instagram, lance une collection parfaite pour le printemps / été.;http://fr.wikipedia.org/wiki/Influenceur
26;Quel acteur français a dit en avril 2018 : « Ma tête a touché le sol » ?;François Berléand;Gérard Lanvin;André Dussollier;Clovis Cornillac;Expert;François Berléand a eu un grave accident au ski, alors qu'il se trouvait avec ses jumelles de 9 ans dans la station des Gets.;http://fr.wikipedia.org/wiki/François_Berléand
27;Quel petit chinchilla compte à ce jour 109 000 abonnés sur Instagram ?;Mr Bagel;Mr Nuts;Mr Pooky;Mr Bean;Expert;Sur Instagram, les chats et les chiens sont rois mais cet adorable animal va vous donner envie d'en adopter un tout comme lui.;http://fr.wikipedia.org/wiki/Chinchilla
28;Quelles sœurs très complices sont tombées enceintes en même temps ?;Sklenarikova;Veresova;Liptakova;Gregorova;Expert;Le richissime compagnon d'Adriana (46 ans) aurait d'ores et déjà réservé une chambre à l'hôpital Princesse-Grace à Monaco.;http://fr.wikipedia.org/wiki/Adriana_Karembeu
29;Après 53 ans de carrière, qui a fondu en larmes pour son ultime concert ?;Michel Sardou;Eddy Mitchell;Charles Aznavour;Salvatore Adamo;Expert;C'est à la Seine Musicale de Boulogne-Billancourt que le chanteur a choisi de clôturer avec émotion les dates de sa tournée d'adieu.;http://fr.wikipedia.org/wiki/Michel_Sardou
