1;Quel gagnant de la Nouvelle Star, diffusée sur M6, est surnommé « La Tortue » ?;Christophe Willem;Jonatan Cerrada;Steeve Estatof;Julien Doré;Débutant;Christophe est devenu Christophe Willem en référence au prénom William que ses parents avaient failli lui donner.;http://fr.wikipedia.org/wiki/Christophe_Willem
2;En 1991, quel tube Yannick Noah a-t-il associé à la victoire de la France en coupe Davis ?;Saga Africa;Vagabond;Les Lionnes;Ose;Débutant;Yannick Noah signe lui-même les paroles, mélange de français et d'expressions camerounaises.;http://fr.wikipedia.org/wiki/Saga_Africa
3;Quel chanteur prénommé Mathieu a émergé du succès remporté par les Linkup ?;M. Pokora;Raphaël;Keen'V;Corneille;Débutant;Linkup est un boys band français, aujourd'hui dissous, vainqueur de la troisième saison de Popstars.;http://fr.wikipedia.org/wiki/Linkup
4;Quel est le style musical de l'album de Rohff, La fierté des années ?;Le rap;La techno;Le disco;Le tango;Débutant;Rohff est le rappeur français qui a vendu le plus d'album solo parmi les rappeurs toujours en activité.;http://fr.wikipedia.org/wiki/Rohff
5;Quel Américano-Libanais est entré dans les charts avec Life in Cartoon Motion ?;Mika;K. Maro;Rida;Iwan;Débutant;Life in Cartoon Motion a été certifié disque de diamant en France avec plus de 1 200 000 exemplaires écoulés.;http://fr.wikipedia.org/wiki/Mika_(chanteur)
6;Quel jeune chanteur a charmé le public avec Vivo per lei, en duo avec Hélène Ségara ?;Grégory Lemarchal;Matthieu Chedid;M. Pokora;Pierre Vassiliu;Débutant;Il sera hospitalisé d'urgence trois jours plus tard dans l'attente d'une greffe des poumons.;http://fr.wikipedia.org/wiki/Grégory_Lemarchal
7;Quel DJ, grand animateur des soirées d'Ibiza, a livré au public Pop Life en 2007 ?;David Guetta;Bob Sinclar;Quentin Mosimann;Claude Challe;Débutant;En 2011, David Guetta est élu meilleur DJ du monde par le classement TOP 100 du magazine DJ Mag.;http://fr.wikipedia.org/wiki/David_Guetta
8;Qui a chanté au pied de la Tour Eiffel devant plus de 800 000 personnes le 10 juin 2000 ?;Johnny Hallyday;Eddy Mitchell;Patrick Bruel;Christophe Maé;Débutant;Plus de 2 100 couvertures de magazines ont déjà été consacrées à Johnny Hallyday.;http://fr.wikipedia.org/wiki/Johnny_Hallyday
9;Sous quel nom le rappeur et homme d'affaires américain Curtis Jackson fait-il carrière ?;50 cent;Mike D;Fat Joe;Big Sean;Débutant;Avec l'aide d'Eminem et de Dr. Dre, Curtis Jackson est devenu le rappeur le plus populaire du moment.;http://fr.wikipedia.org/wiki/50_Cent
10;Avec quel chanteur le top model Heidi Klum a-t-elle été mariée durant sept ans ?;Seal;Robbie Williams;Sean Paul;Paul McCartney;Débutant;Heidi Klum a conçu sa propre ligne de vêtements qui a été incluse dans le catalogue de mode allemand Otto.;http://fr.wikipedia.org/wiki/Heidi_Klum
