1;fr;Que jette-t-on sur le ring en cas d'abandon durant un match de boxe ?;Éponge;Gant;Culotte;Protège-dents;Débutant;Durant un match, l'arbitre est le garant principal de la sécurité des boxeurs et peut sanctionner les gestes interdits et dangereux.;https://fr.wikipedia.org/wiki/Boxe
2;fr;Quelle espèce d'oiseaux encore présente en Europe gringotte, quiritte ou trille ?;Rossignol;Corbeau;Perroquet;Moineau;Débutant;Son chant des plus mélodieux et des plus complexes a fasciné les chercheurs qui ont dénombré 260 séquences différentes.;https://fr.wikipedia.org/wiki/Rossignol_philomèle
3;fr;Qui est devenu célèbre grâce au Poinçonneur des Lilas sorti en 1958 ?;Serge Gainsbourg;Charles Trenet;Boris Vian;Johnny Hallyday;Débutant;Un scopitone a été réalisé pour l'occasion par Jean Bacqué, produit par Pathé, montrant Gainsbourg dans le métro parisien.;https://fr.wikipedia.org/wiki/Le_Poinçonneur_des_Lilas
4;fr;Laquelle de ces professions ne peut-on associer au grand Léonard de Vinci ?;Auteur dramatique;Peintre;Sculpteur;Botaniste;Débutant;Léonard de Vinci, génie universel, est souvent décrit comme l'archétype et le symbole de l'homme de la Renaissance.;https://fr.wikipedia.org/wiki/Léonard_de_Vinci
5;fr;Fils de Laïos et de Jocaste, qui Œdipe a-t-il tué dans la mythologie grecque ?;Son père;Sa mère;Sa fille;Son fils;Débutant;Œdipe est connu pour avoir résolu l'énigme du sphinx et pour s'être rendu involontairement coupable de parricide et d'inceste.;https://fr.wikipedia.org/wiki/Œdipe
6;fr;En France, à la Libération, combien de personnes se retrouvèrent à Notre-Dame de Paris ?;13 000;9 000;5 000;17 000;Débutant;Le général de Gaulle a descendu le 26 août l'Arc de Triomphe vers Notre-Dame pour un office religieux après la libération de Paris.;https://fr.wikipedia.org/wiki/Libération_de_Paris
7;fr;En quelle année a été bu le premier Coca-Cola concocté par John Pemberton ?;1886;1906;1926;1946;Débutant;Contrairement à la chronologie officielle de l'entreprise, Coca-Cola ne s'est pas implantée en France en 1933, mais bien en 1919.;https://fr.wikipedia.org/wiki/Coca-Cola
8;fr;Dans quelle ville se sont déroulés les Jeux olympiques de 1900 ?;Paris;Athènes;Rome;Los Angeles;Débutant;Aucune cérémonie d'ouverture ou de fermeture ne fut au programme, excepté un défilé des gymnastes à Vincennes.;https://fr.wikipedia.org/wiki/Jeux_olympiques_de_1900
9;fr;À quelle substance naturelle ou synthétique la pénicilline est-elle associée ?;Antibiotique;Anesthésique;Soporifique;Analgésique;Débutant;À la base, la pénicilline est une toxine inoffensive pour l'homme synthétisée par certaines espèces de moisissures.;https://fr.wikipedia.org/wiki/Pénicilline
10;fr;Quel prix Nobel Winston Leonard Spencer-Churchill a-t-il reçu en 1953 ?;Littérature;Physique;Paix;Chimie;Débutant;Winston Churchill reste à ce jour l'unique ancien Premier ministre britannique à avoir reçu, en 1953, le prix Nobel de littérature.;https://fr.wikipedia.org/wiki/Winston_Churchill
11;fr;Le train sifflera trois fois est un western américain de quel réalisateur ?;Fred Zinnemann;John Ford;Vincente Minnelli;George Stevens;Confirmé;L'album de Lucky Luke intitulé Les Dalton à la noce reprend la trame scénaristique générale et quelques passages-clés du film.;https://fr.wikipedia.org/wiki/Le_train_sifflera_trois_fois
12;fr;En quelle année a-t-on pu assister à l'inauguration du métro parisien ?;1900;1880;1860;1840;Confirmé;La métro de Paris comporte à ce jour seize lignes en site propre, essentiellement souterraines, totalisant près de 220 kilomètres.;https://fr.wikipedia.org/wiki/Métro_de_Paris
13;fr;Quel écrivain et journaliste littéraire français fut surnommé le taureau normand ?;Guy de Maupassant;Victor Hugo;Honoré de Balzac;Alfred de Musset;Confirmé;C'est un de ses biographes, Paul Morand, qui comparera ce Maupassant au physique robuste et athlétique à un taureau.;https://fr.wikipedia.org/wiki/Guy_de_Maupassant
14;fr;À quel autre objet peut-on associer le paléophone inventé par Charles Cross ?;Disque à sillon;Poste de radio;Téléphone;Émetteur;Confirmé;Faute de preuve, nul ne peut affirmer que Charles Cros ait pu réellement reproduire en 1877 le son qu'il avait réussi à enregistrer.;https://fr.wikipedia.org/wiki/Phonographe
15;fr;Durant quel siècle les pins furent-ils plantés dans la forêt des Landes de Gascogne ?;XIXe siècle;XVIIe siècle;XVe siècle;XIIIe siècle;Confirmé;D'une superficie de près d'un million d'hectares, la forêt des Landes est la plus grande forêt artificielle d'Europe occidentale.;https://fr.wikipedia.org/wiki/Forêt_des_Landes
16;fr;Monsieur Diafoirus est un médecin issu de l'imagination de quel dramaturge ?;Molière;Voltaire;Rabelais;Corneille;Confirmé;Le Malade imaginaire est une comédie-ballet en trois actes représentée en 1673 et la dernière comédie écrite par Molière.;https://fr.wikipedia.org/wiki/Le_Malade_imaginaire
17;fr;Par rapport à la vitesse duquel de ces éléments le mètre peut-il se définir ?;Lumière;Son;Eau;Vent;Confirmé;La valeur du mètre est définie comme la distance parcourue par la lumière dans le vide en 1/299 792 458 de seconde.;https://fr.wikipedia.org/wiki/Mètre
18;fr;Auquel de ces politiciens français Lénine aurait-il pu expliquer la révolution ?;Georges Marchais;Raymond Barre;Robert Hue;Jacques Chirac;Confirmé;Lénine est à l'origine de la Tchéka, police politique chargée d'éliminer tous les ennemis du nouveau régime qu'il met en place.;https://fr.wikipedia.org/wiki/Vladimir_Ilitch_Lénine
19;fr;La perle à abdomen remarquable ou plécoptère est en fait...;Un insecte;Une fleur;Un coquillage;Un oiseau;Confirmé;Les Plécoptères sont appelés mouches de pierre car ils se posent très fréquemment sur les pierres en bordure de cours d'eau.;https://fr.wikipedia.org/wiki/Plecoptera
20;fr;Quel prolifique compositeur français est mort à Paris en 1918 ?;Claude Debussy;Édouard Lalo;Hector Berlioz;Georges Bizet;Confirmé;Une part importante de l'œuvre de Claude Debussy est pour piano et utilise une palette sonore particulièrement riche et évocatrice.;https://fr.wikipedia.org/wiki/Claude_Debussy
21;fr;Pour quelle profession la ville de Crémone, située dans le nord de l'Italie, est-elle célèbre ?;Luthier;Peintre;Potier;Sabotier;Expert;La ville est la patrie d'Antonio Giacomo Stradivari, dit Stradivarius, fabricant de violons, de violoncelles, d'altos et de guitares.;https://fr.wikipedia.org/wiki/Crémone
22;fr;Autrefois, la phtisie désignait une des formes de quelle maladie ?;Tuberculose;Syphilis;Asthme;Lèpre;Expert;La tuberculose est une maladie contagieuse infectieuse causée par une bactérie, avec des signes cliniques variables.;https://fr.wikipedia.org/wiki/Phtisie
23;fr;Par quel pays Macao a-t-elle été colonisée et administrée durant plus de 400 ans ?;Portugal;Espagne;Angleterre;Allemagne;Expert;La ville de Macao est considérée comme le dernier comptoir ainsi que la dernière colonie européenne en Chine et en Asie.;https://fr.wikipedia.org/wiki/Macao
24;fr;Lequel de ces écrivains avait 40 ans à la naissance de Gustave Flaubert ?;Balzac;Stendhal;Hugo;Favre;Expert;Gustave Flaubert a marqué la littérature par la profondeur de ses analyses psychologiques et son souci de réalisme.;https://fr.wikipedia.org/wiki/Gustave_Flaubert
25;fr;Comment peut-on littéralement traduire le terme république d'Albanie ?;Pays des aigles;Pays des chevaux;Pays des morts;Pays des vivants;Expert;Le pays a un régime politique de type démocratie parlementaire, sa capitale est Tirana et sa langue officielle est l'albanais.;https://fr.wikipedia.org/wiki/Albanie
26;fr;Dans quel état se trouve la prison américaine de Sing Sing, située sur les rives de l'Hudson ?;New York;Texas;Alabama;Géorgie;Expert;La prison de Sing Sing est classée comme établissement de sécurité maximale et a été le lieu, avant 2004, d'exécutions capitales.;https://fr.wikipedia.org/wiki/Sing_Sing_(prison)
27;fr;Quelle est probablement la rencontre la plus célèbre de Camp David en 1978 ?;Sadate-Begin;Nixon-Brejnev;Clinton-Arafat;Reagan-Thatcher;Expert;Le Camp David, d'une superficie de 50 hectares dans le Maryland, est le lieu de villégiature officiel du président des États-Unis.;https://fr.wikipedia.org/wiki/Camp_David
28;fr;Dans quel journal est paru le célèbre J'accuse... ! d'Émile Zola ?;Aurore;Humanité;Figaro;Pravda;Expert;Rédigé au cours de l'affaire Dreyfus, cet article est paru sous la forme d'une lettre ouverte au président français Félix Faure.;https://fr.wikipedia.org/wiki/J'accuse…!
29;fr;Dans quel pays coule le Shannon, traversant des successions interminables de lacs ?;Irlande;Israël;États-Unis;Canada;Expert;Les 386 kilomètres du fleuve Shannon en font le plus long cours d'eau des Îles Britanniques et le plus abondant par son débit.;https://fr.wikipedia.org/wiki/Shannon_(fleuve)
30;fr;Quel philosophe français habitait 10 rue Monsieur-le-Prince à Paris ?;Auguste Comte;Marcel Proust;Anatole France;Pierre Leroux;Expert;Auguste Comte fut le secrétaire particulier puis collaborateur du comte de Saint-Simon, fondateur du mouvement saint-simonien.;https://fr.wikipedia.org/wiki/Auguste_Comte
31;en;What do you throw in the ring if you drop out during a boxing match ?;Sponge;Glove;Panties;Tooth protector;Beginner;During a match, the referee is the main guarantor of the boxers' safety and can sanction the forbidden and dangerous acts.;https://en.wikipedia.org/wiki/Boxing
32;en;What species of birds still present in Europe gringotte, quiritte or trille ?;Rossignol;Crow;Parrot;Sparrow;Beginner;His most melodious and complex singing fascinated the researchers who counted 260 different sequences.;https://en.wikipedia.org/wiki/Common_nightingale
33;en;Who became famous thanks to the Poinçonneur des Lilas released in 1958 ?;Serge Gainsbourg;Charles Trenet;Boris Vian;Johnny Hallyday;Beginner;A scopitone was produced for the occasion by Jean Bacqué, produced by Pathé, showing Gainsbourg in the Parisian metro.;
34;en;Which of these professions can not be associated with the great Leonardo da Vinci ?;Dramatic author;Painter;Sculptor;Botanist;Beginner;Leonardo da Vinci, universal genius, is often described as the archetype and symbol of the Renaissance man.;https://en.wikipedia.org/wiki/Leonardo_da_Vinci
35;en;Son of Laïos and Jocasta, who did Oedipus kill in Greek mythology ?;His father;His mother;His daughter;His son;Beginner;Oedipus is known to have solved the sphinx riddle and to have been involuntarily guilty of parricide and incest.;https://en.wikipedia.org/wiki/Oedipus
36;en;In France, at the Liberation, how many people ended up at Notre-Dame de Paris ?;13,000;9,000;5,000;17,000;Beginner;General de Gaulle descended on August 26th the Arc de Triomphe to Notre-Dame for a religious service after the liberation of Paris.;https://en.wikipedia.org/wiki/Liberation_of_Paris
37;en;In which year was the first Coca-Cola concocted by John Pemberton drunk ?;1886;1906;1926;1946;Beginner;Contrary to the official chronology of the company, Coca-Cola did not establish itself in France in 1933, but in 1919.;https://en.wikipedia.org/wiki/Coca-Cola
38;en;In which city did the 1900 Olympic Games take place ?;Paris;Athens;Rome;Los Angeles;Beginner;No ceremony of opening or closing was on the program, with the exception of one of the gymnasts at Vincennes.;https://en.wikipedia.org/wiki/1900_Summer_Olympics
39;en;What natural or synthetic substance is penicillin associated with ?;Antibiotic;Anesthetics;Soporific;Analgesic;Beginner;Basically, penicillin is a harmless toxin for humans synthesized by certain species of mold.;https://en.wikipedia.org/wiki/Penicillin
40;en;Which Nobel Prize Winston Leonard Spencer-Churchill did he receive in 1953 ?;Literature;Physics;Peace;Chemistry;Beginner;Winston Churchill remains to this day the only former British Prime Minister to have received, in 1953, the Nobel Prize for Literature.;https://en.wikipedia.org/wiki/Winston_Churchill
41;en;The train will whistle three times is an American western from which director ?;Fred Zinnemann;John Ford;Vincente Minnelli;George Stevens;Confirmed;Lucky Luke's album titled Les Dalton à la noce takes up the general storyline and some key passages from the film.;https://en.wikipedia.org/wiki/High_Noon
42;en;In which year was it possible to attend the inauguration of the Parisian metropolis ?;1900;1880;1860;1840;Confirmed;To date, the metro of Paris has sixteen lines in its own right, essentially underground, totaling nearly 220 kilometers.;https://en.wikipedia.org/wiki/Paris_Métro
43;en;What writer and literary journalist from France was nicknamed the Norman bull ?;Guy de Maupassant;Victor Hugo;Honoré de Balzac;Alfred de Musset;Confirmed;It is one of his biographers, Paul Morand, who will compare this Maupassant with a robust and athletic physique to a bull.;https://en.wikipedia.org/wiki/Guy_de_Maupassant
44;en;To which other object can we associate the paleophone invented by Charles Cross ?;Disc groove;Radio Station;Phone;Emitter;Confirmed;For lack of evidence, no one can say that Charles Cros could actually reproduce in 1877 the sound he had managed to record.;https://en.wikipedia.org/wiki/Phonograph
45;en;During which century were the pines planted in the forest of the Landes de Gascogne ?;19th century;17th century;15th century;13th century;Confirmed;With a surface area of nearly one million hectares, the Landes forest is the largest artificial forest in Western Europe.;https://en.wikipedia.org/wiki/Landes_forest
46;en;Mr. Diafoirus is a doctor from the imagination of what playwright ?;Molière;Voltaire;Rabelais;Corneille;Confirmed;The Imaginary Ill is a comedy-ballet in three acts represented in 1673 and the last comedy written by Molière.;https://en.wikipedia.org/wiki/The_Imaginary_Invalid
47;en;In relation to the speed of which of these elements can the meter be defined ?;Light;His;Water;Wind;Confirmed;The value of the meter is defined as the distance traveled by light in a vacuum in 1/299, 792, 458 seconds.;https://en.wikipedia.org/wiki/Metre
48;en;To which of these French politicians could Lenin explain the revolution ?;Georges Marchais;Raymond Barre;Robert Hue;Jacques Chirac;Confirmed;Lenin is at the origin of the Chechka, a political police tasked with eliminating all the enemies of the new regime he is setting up.;https://en.wikipedia.org/wiki/Vladimir_Lenin
49;en;The remarkable pearl bead or plectrum is actually...;An insect;A flower;A shell;A bird;Confirmed;Plecoptera are called stone flies because they are very often found on the stones at the edge of streams.;https://en.wikipedia.org/wiki/Plecoptera
50;en;What prolific French composer died in Paris in 1918 ?;Claude Debussy;Edouard Lalo;Hector Berlioz;Georges Bizet;Confirmed;An important part of Claude Debussy's work is for piano and uses a particularly rich and evocative sound palette.;https://en.wikipedia.org/wiki/Claude_Debussy
51;en;For which profession is the city of Cremona, located in the north of Italy, famous ?;Luthier;Painter;Potter;Sabotier;Expert;The city is the homeland of Antonio Giacomo Stradivari, known as Stradivarius, maker of violins, cellos, violas and guitars.;https://en.wikipedia.org/wiki/Cremona
52;en;In the past, phthisis was one of the forms of what disease ?;Tuberculosis;Syphilis;Asthma;Leprosy;Expert;Tuberculosis is a contagious infectious disease caused by a bacterium, with varying clinical signs.;https://en.wikipedia.org/wiki/Phthisis
53;en;By which country has Macao been colonized and administered for more than 400 years ?;Portugal;Spain;England;Germany;Expert;The city of Macao is considered as the last trading post as well as the last European colony in China and Asia.;https://en.wikipedia.org/wiki/Macau
54;en;Which of these writers was 40 years old when Gustave Flaubert was born ?;Balzac;Stendhal;Hugo;Favre;Expert;Gustave Flaubert has marked the literature by the depth of his psychological analyzes and his concern for realism.;https://en.wikipedia.org/wiki/Gustave_Flaubert
55;en;How can one literally translate the Republican term of Albania ?;Country of Eagles;Horse Country;Land of the Dead;Country of the living;Expert;The country has a political system of parliamentary democracy, its capital is Tirana and its official language is Albanian.;https://en.wikipedia.org/wiki/Albania
