1;À quel mouvement culturel et religieux le reggae est-il souvent lié ?;Rastafari;Bohème;Punk;Hippie;Débutant;Le nom du mouvement vient de ras Tafari Mekonnen, couronné en 1930 « negus d'Éthiopie », roi des rois.;http://fr.wikipedia.org/wiki/Mouvement_rastafari
2;À la fin de quelle décennie le reggae a-t-il véritablement émergé ?;1960;1970;1980;1990;Débutant;Le reggae est devenu, à la faveur de son succès international, un style musical internationalement très apprécié.;http://fr.wikipedia.org/wiki/Reggae
3;Le reggae est un genre musical qui possède un rythme à combien de temps ?;Quatre;Trois;Deux;Cinq;Débutant;Une accentuation par la basse exécute de petits riffs d'une mesure souvent en figure de croche.;http://fr.wikipedia.org/wiki/Reggae
4;Quel chanteur français de reggae a pour véritable nom Pierre-Mathieu Vilmet ?;Pierpoljak;Purpleman;Papa Dee;Popcaan;Débutant;C'est en 2000 que sort son quatrième album solo, Je fais c'que j'veux, récompensé par un double disque d'or.;http://fr.wikipedia.org/wiki/Pierpoljak
5;Quel chanteur de reggae a été découvert par son tube Boombastic ?;Shaggy;Bob Marley;Alpha Blondy;Ziggy Marley;Débutant;Le tube d'Orville Richard Burrell, dit Shaggy, sera plus tard repris dans une publicité pour la marque Levi's.;http://fr.wikipedia.org/wiki/Shaggy
6;Qui a fondé avec Bob Marley le groupe vocal jamaïcain The Wailers ?;Peter Tosh;Freddie McGregor;Clinton Fearon;Bim Sherman;Débutant;Les compilations regroupant des morceaux des Wailers mais abusivement attribuées à Bob Marley ont donné lieu à des procès.;http://fr.wikipedia.org/wiki/The_Wailers
7;Qui reste à ce jour le musicien le plus connu et le plus vénéré du reggae ?;Bob Marley;Dawn Penn;King Sporty;Dobby Dobson;Débutant;Bob Marley a également permis à la musique jamaïcaine et au mouvement rastafari de connaître une audience planétaire.;http://fr.wikipedia.org/wiki/Bob_Marley
8;À qui doit-on le célèbre titre Reggae Night, sorti en 1983 ?;Jimmy Cliff;Bob Marley;Alpha Blondy;Maxi Priest;Débutant;Jimmy Cliff est un des artistes reggae qui s'est le plus ouvert à d'autres formes de musique.;http://fr.wikipedia.org/wiki/Jimmy_Cliff
9;Que chanteur français de reggae est très connu pour son tube Chacun sa route ?;Tonton David;Pierpoljak;Purpleman;Papa Dee;Débutant;Désormais installé en Moselle, Tonton David diffuse ses chansons sur les scènes partout en France.;http://fr.wikipedia.org/wiki/Tonton_David
10;Comment se prénomme le fils de Bob Marley, chanteur tout comme son père ?;Ziggy;Bim;Clinton;Alpha;Débutant;Dès 1979, avec ses sœurs Cedella, Sharon et son frère Stephen, il créa le groupe Ziggy Marley & the Melody Makers.;http://fr.wikipedia.org/wiki/Ziggy_Marley
11;Lequel de ces styles, évolution du reggae, est apparu le premier ?;Early reggae;One-drop;Rockers;Rub-a-dub;Confirmé;Le early reggae propose un tempo rapide, dû aux influences du mento local encore très rythmé, prédominance de la basse.;http://fr.wikipedia.org/wiki/Reggae
12;Quelles sonos embarquées dans un camion faisaient jadis le tour de la Jamaïque ?;Sound system;Fuzz;Crossover;Phaser;Confirmé;Par extension, le terme désigne également le groupe d'organisateurs de soirées mettant ce matériel à disposition.;http://fr.wikipedia.org/wiki/Sound_system
13;Sous quelle forme le reggae se diffuse-t-il en Europe depuis les années 2000 ?;Le dub;La house;Le synthpop;Le breakbeat;Confirmé;Le dub est un remixage réalisé en temps réel à partir de bandes magnétiques par des ingénieurs du son.;http://fr.wikipedia.org/wiki/Dub
14;Quelle chanteuse belge née à Louvain propose de fortes consonances reggae ?;Selah Sue;Axelle Red;Maurane;Viktor Lazlo;Confirmé;À l'âge de 15 ans, Sanne Putseys apprend à jouer de la guitare acoustique et commence à écrire ses propres chansons.;http://fr.wikipedia.org/wiki/Selah_Sue
15;Quel artiste ivoirien de reggae chante en français, en dioula et en anglais ?;Alpha Blondy;Petit Denis;Angelo Dogba;Douk Saga;Confirmé;Alpha Blondy se positionne contre l'avortement et affirme que celui-ci est un crime dans sa chanson Abortion is a crime.;http://fr.wikipedia.org/wiki/Alpha_Blondy
16;À quel groupe reggae doit-on le puissant instrumental Warrior Charge ?;Aswad;Inner Circle;UB40;Musical Youth;Confirmé;Les membres du groupe Aswad jouent depuis le milieu des années 70 et ont sorti un total de 21 albums.;http://fr.wikipedia.org/wiki/Aswad
17;Qui est parfois appelé « le patron du reggae français » ?;Nuttea;Tonton David;Pierpoljak;Djamatik;Confirmé;Nuttea s'est entre autre fait remarquer en participant à la bande originale du film Taxi 2, formant le collectif One shot.;http://fr.wikipedia.org/wiki/Nuttea
18;Quel groupe de reggae engagé français est originaire de Grenoble ?;Sinsemilia;Sons of Gaïa;Digital Cut;Babylon Circus;Confirmé;Le nom du groupe évoque les plants de cannabis « sensimilia », c'est-à-dire dont les femelles n'ont pas été fécondées par un mâle.;http://fr.wikipedia.org/wiki/Sinsemilia
19;Combien de disques Bob Marley a-t-il vendu à travers le monde ?;200 millions;150 millions;100 millions;50 millions;Confirmé;Sa musique a touché tous les publics, transcendant les genres, comme en témoigne un large culte.;http://fr.wikipedia.org/wiki/Bob_Marley
